,c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
4605,Swimming,2018,1500m Freestyle,Women,20180727,Alisha Hawkins,Great Britain,Great Britain,16:59.52,1019520,Elite
4607,Swimming,2018,1500m Freestyle,Women,20180727,Leah Crisp,Great Britain,Great Britain,16:59.67,1019670,Elite
4631,Swimming,2018,1500m Freestyle,Women,20180727,Nicole Ryan,Great Britain,Great Britain,17:02.75,1022750,Elite
4655,Swimming,2018,1500m Freestyle,Women,20180706,Georgia Darwent,Great Britain,Great Britain,17:05.36,1025360,Elite
4668,Swimming,2018,1500m Freestyle,Women,20180423,Philippa O'Brien,Great Britain,Great Britain,17:07.63,1027630,Elite
4671,Swimming,2018,1500m Freestyle,Women,20180727,Michaella Glenister,Great Britain,Great Britain,17:07.92,1027920,Elite
4672,Swimming,2018,1500m Freestyle,Women,20180727,Emilia Sansome,Great Britain,Great Britain,17:07.94,1027940,Elite
4673,Swimming,2018,1500m Freestyle,Women,20180727,Fleur Lewis,Great Britain,Great Britain,17:08.13,1028130,Elite
4687,Swimming,2018,1500m Freestyle,Women,20180727,Phoebe Griffiths,Great Britain,Great Britain,17:11.58,1031580,Elite
4688,Swimming,2018,1500m Freestyle,Women,20180804,Elizabeth Boeckman,Great Britain,Great Britain,17:11.59,1031590,Elite
4714,Swimming,2018,1500m Freestyle,Women,20180328,Iona Macleod,Great Britain,Great Britain,17:14.89,1034890,Elite
4839,Swimming,2018,200m Backstroke,Men,20180409,Luke Greenbank,England,Great Britain,1:57.43,117430,Elite
4854,Swimming,2018,200m Backstroke,Men,20180409,Craig McNally,Scotland,Great Britain,1:58.32,118320,Elite
4862,Swimming,2018,200m Backstroke,Men,20180807,Brodie Williams,Great Britain,Great Britain,1:58.62,118620,Elite
4876,Swimming,2018,200m Backstroke,Men,20180409,Xavier Castelli,Wales,Great Britain,1:59.27,119270,Elite
4901,Swimming,2018,200m Backstroke,Men,20180325,Francisco Rogerio Santos,Great Britain,Great Britain,2:00.10,120100,Elite
4909,Swimming,2018,200m Backstroke,Men,20180405,Daniel Cross,Great Britain,Great Britain,2:00.23,120230,Elite
4925,Swimming,2018,200m Backstroke,Men,20180729,Callum Barrett,Great Britain,Great Britain,2:00.72,120720,Elite
4959,Swimming,2018,200m Backstroke,Men,20180405,James Mcfadzen,Great Britain,Great Britain,2:01.25,121250,Elite
4981,Swimming,2018,200m Backstroke,Men,20180729,Charlie Hutchison,Great Britain,Great Britain,2:01.63,121630,Elite
4987,Swimming,2018,200m Backstroke,Men,20180408,Joseph Hulme,Great Britain,Great Britain,2:01.67,121670,Elite
4994,Swimming,2018,200m Backstroke,Men,20180701,Elliot Clogg,England,Great Britain,2:01.84,121840,Elite
5022,Swimming,2018,200m Backstroke,Men,20180111,Nicholas Pyle,Great Britain,Great Britain,2:02.17,122170,Elite
5049,Swimming,2018,200m Backstroke,Men,20180729,Charlie Brown,Great Britain,Great Britain,2:02.55,122550,Elite
5054,Swimming,2018,200m Backstroke,Men,20180729,Daniel Hall,Great Britain,Great Britain,2:02.60,122600,Elite
5077,Swimming,2018,200m Backstroke,Men,20180729,Jacob Greenow,Great Britain,Great Britain,2:03.00,123000,Elite
5091,Swimming,2018,200m Backstroke,Men,20180701,Joseph Small,Great Britain,Great Britain,2:03.10,123100,Elite
5128,Swimming,2018,200m Backstroke,Men,20180729,Jamie Scholes,Great Britain,Great Britain,2:03.62,123620,Elite
5134,Swimming,2018,200m Backstroke,Men,20180303,Ioan Evans,Great Britain,Great Britain,2:03.68,123680,Elite
5156,Swimming,2018,200m Backstroke,Men,20180526,Max Litchfield,England,Great Britain,2:03.95,123950,Elite
5166,Swimming,2018,200m Backstroke,Men,20180729,William Ryley,Great Britain,Great Britain,2:04.06,124060,Elite
5201,Swimming,2018,200m Backstroke,Men,20180303,Jack Shillinglaw,Great Britain,Great Britain,2:04.44,124440,Elite
5202,Swimming,2018,200m Backstroke,Men,20180409,Stephen Milne,Scotland,Great Britain,2:04.45,124450,Elite
5205,Swimming,2018,200m Backstroke,Men,20180506,Matthew George,Great Britain,Great Britain,2:04.46,124460,Elite
5219,Swimming,2018,200m Backstroke,Men,20180729,Oliver Fairman,Great Britain,Great Britain,2:04.56,124560,Elite
5245,Swimming,2018,200m Backstroke,Men,20180506,Marcus Dey,Great Britain,Great Britain,2:04.84,124840,Elite
5265,Swimming,2018,200m Backstroke,Men,20180729,Lewis Gilchrist,Great Britain,Great Britain,2:05.00,125000,Elite
5290,Swimming,2018,200m Backstroke,Men,20180303,Michael Rees,Great Britain,Great Britain,2:05.22,125220,Elite
5356,Swimming,2018,200m Backstroke,Women,20180302,Elizabeth Simmonds,England,Great Britain,2:10.26,130260,Elite
5372,Swimming,2018,200m Backstroke,Women,20180629,Jessica Fullalove,England,Great Britain,2:11.16,131160,Elite
5376,Swimming,2018,200m Backstroke,Women,20180727,Charlotte Evans,Great Britain,Great Britain,2:11.39,131390,Elite
5377,Swimming,2018,200m Backstroke,Women,20180727,Chloe Golding,England,Great Britain,2:11.40,131400,Elite
5383,Swimming,2018,200m Backstroke,Women,20180302,Kathryn Greenslade,Wales,Great Britain,2:11.67,131670,Elite
5399,Swimming,2018,200m Backstroke,Women,20180727,Sophie Hobbah,Great Britain,Great Britain,2:12.40,132400,Elite
5400,Swimming,2018,200m Backstroke,Women,20180727,Jennifer King,Great Britain,Great Britain,2:12.49,132490,Elite
5441,Swimming,2018,200m Backstroke,Women,20180727,Laura Stephens,England,Great Britain,2:13.43,133430,Elite
5442,Swimming,2018,200m Backstroke,Women,20180727,Rachel Anderson,Great Britain,Great Britain,2:13.44,133440,Elite
5462,Swimming,2018,200m Backstroke,Women,20180302,Alexandra Waller,Great Britain,Great Britain,2:13.91,133910,Elite
5524,Swimming,2018,200m Backstroke,Women,20180302,Lily Boseley,Great Britain,Great Britain,2:14.91,134910,Elite
5528,Swimming,2018,200m Backstroke,Women,20180727,Daisy Platts,Great Britain,Great Britain,2:14.95,134950,Elite
5563,Swimming,2018,200m Backstroke,Women,20180727,Pia Murray,Great Britain,Great Britain,2:15.52,135520,Elite
5571,Swimming,2018,200m Backstroke,Women,20180727,Sophia Wilson,Great Britain,Great Britain,2:15.69,135690,Elite
5573,Swimming,2018,200m Backstroke,Women,20180727,Katie Shanahan,Great Britain,Great Britain,2:15.74,135740,Elite
5596,Swimming,2018,200m Backstroke,Women,20180302,Anna Maine,England,Great Britain,2:15.97,135970,Elite
5597,Swimming,2018,200m Backstroke,Women,20180727,Daisy Anderson,Great Britain,Great Britain,2:15.99,135990,Elite
5609,Swimming,2018,200m Backstroke,Women,20180506,Caitlin Hubbard,Great Britain,Great Britain,2:16.19,136190,Elite
5636,Swimming,2018,200m Backstroke,Women,20180727,Ellis Shiels,Great Britain,Great Britain,2:16.51,136510,Elite
5643,Swimming,2018,200m Backstroke,Women,20180727,Georgia Darwent,Great Britain,Great Britain,2:16.60,136600,Elite
5650,Swimming,2018,200m Backstroke,Women,20180727,Ellie Turner,Great Britain,Great Britain,2:16.65,136650,Elite
5667,Swimming,2018,200m Backstroke,Women,20180408,Gemma Atherley,Jersey,Great Britain,2:16.89,136890,Elite
5675,Swimming,2018,200m Backstroke,Women,20180527,Julia Scrivin,Great Britain,Great Britain,2:16.99,136990,Elite
5684,Swimming,2018,200m Backstroke,Women,20180527,Holly Hudghton,Great Britain,Great Britain,2:17.13,137130,Elite
5685,Swimming,2018,200m Backstroke,Women,20180727,Jessica McDonough,Great Britain,Great Britain,2:17.15,137150,Elite
5712,Swimming,2018,200m Backstroke,Women,20180330,Medi Harris,Great Britain,Great Britain,2:17.52,137520,Elite
5720,Swimming,2018,200m Backstroke,Women,20180302,Isabel Jones,Great Britain,Great Britain,2:17.58,137580,Elite
5725,Swimming,2018,200m Backstroke,Women,20180727,Emily Osborne,Great Britain,Great Britain,2:17.62,137620,Elite
5727,Swimming,2018,200m Backstroke,Women,20180527,Candice Hall,Great Britain,Great Britain,2:17.64,137640,Elite
5746,Swimming,2018,200m Backstroke,Women,20180520,Chloe Hannam,Great Britain,Great Britain,2:17.81,137810,Elite
5754,Swimming,2018,200m Backstroke,Women,20180727,Tegan Drew,Great Britain,Great Britain,2:17.89,137890,Elite
5755,Swimming,2018,200m Backstroke,Women,20180701,Olivia Butler,Great Britain,Great Britain,2:17.91,137910,Elite
5780,Swimming,2018,200m Backstroke,Women,20180727,Jasmine Iley,Great Britain,Great Britain,2:18.11,138110,Elite
5782,Swimming,2018,200m Backstroke,Women,20180804,Emily Peck,Great Britain,Great Britain,2:18.15,138150,Elite
5785,Swimming,2018,200m Backstroke,Women,20180325,Emma Day,England,Great Britain,2:18.16,138160,Elite
5790,Swimming,2018,200m Backstroke,Women,20180415,Emily Grant,Great Britain,Great Britain,2:18.21,138210,Elite
5800,Swimming,2018,200m Backstroke,Women,20180330,Rebecca Sutton,Great Britain,Great Britain,2:18.32,138320,Elite
5802,Swimming,2018,200m Backstroke,Women,20180727,Caitlin Ebbage,Great Britain,Great Britain,2:18.35,138350,Elite
5808,Swimming,2018,200m Breaststroke,Men,20180405,James Wilby,England,Great Britain,2:08.05,128050,Elite
5812,Swimming,2018,200m Breaststroke,Men,20180405,Ross Murdoch,Scotland,Great Britain,2:08.32,128320,Elite
5824,Swimming,2018,200m Breaststroke,Men,20180405,Andrew Willis,England,Great Britain,2:09.31,129310,Elite
5833,Swimming,2018,200m Breaststroke,Men,20180405,Craig Benson,Scotland,Great Britain,2:10.09,130090,Elite
5846,Swimming,2018,200m Breaststroke,Men,20180405,Calum Tait,Great Britain,Great Britain,2:10.83,130830,Elite
5953,Swimming,2018,200m Breaststroke,Men,20180727,Tobermory Mackay-Champion,Great Britain,Great Britain,2:13.99,133990,Elite
5954,Swimming,2018,200m Breaststroke,Men,20180727,Adam Chillingworth,Great Britain,Great Britain,2:14.01,134010,Elite
6014,Swimming,2018,200m Breaststroke,Men,20180727,Gregory Butler,Great Britain,Great Britain,2:15.20,135200,Elite
6030,Swimming,2018,200m Breaststroke,Men,20180727,James Lewis,Great Britain,Great Britain,2:15.51,135510,Elite
6032,Swimming,2018,200m Breaststroke,Men,20180727,Edward Baxter,Great Britain,Great Britain,2:15.52,135520,Elite
6054,Swimming,2018,200m Breaststroke,Men,20180302,David Murphy,Great Britain,Great Britain,2:15.88,135880,Elite
6076,Swimming,2018,200m Breaststroke,Men,20180406,Jacob Greenow,Great Britain,Great Britain,2:16.25,136250,Elite
6078,Swimming,2018,200m Breaststroke,Men,20180413,George Clough,Great Britain,Great Britain,2:16.26,136260,Elite
6099,Swimming,2018,200m Breaststroke,Men,20180727,Kyle Booth,Great Britain,Great Britain,2:16.53,136530,Elite
6105,Swimming,2018,200m Breaststroke,Men,20180727,Nathan Hughes,Great Britain,Great Britain,2:16.54,136540,Elite
6164,Swimming,2018,200m Breaststroke,Men,20180405,Luke Davies,Great Britain,Great Britain,2:17.24,137240,Elite
6174,Swimming,2018,200m Breaststroke,Men,20180302,Thomas Dean,Great Britain,Great Britain,2:17.43,137430,Elite
6211,Swimming,2018,200m Breaststroke,Men,20180302,Callum Smart,Great Britain,Great Britain,2:17.81,137810,Elite
6212,Swimming,2018,200m Breaststroke,Men,20180127,Joel O'Halleron,Great Britain,Great Britain,2:17.82,137820,Elite
6263,Swimming,2018,200m Breaststroke,Men,20180727,Lawrence Palmer,Great Britain,Great Britain,2:18.37,138370,Elite
6277,Swimming,2018,200m Breaststroke,Men,20180727,Connor Bryan,Great Britain,Great Britain,2:18.45,138450,Elite
6304,Swimming,2018,200m Breaststroke,Women,20180407,Molly Renshaw,England,Great Britain,2:23.28,143280,Elite
6308,Swimming,2018,200m Breaststroke,Women,20180407,Chloe Tutton,Wales,Great Britain,2:23.42,143420,Elite
6323,Swimming,2018,200m Breaststroke,Women,20180725,Katie Matts,Great Britain,Great Britain,2:25.06,145060,Elite
6329,Swimming,2018,200m Breaststroke,Women,20180725,Georgia Coates,Great Britain,Great Britain,2:25.62,145620,Elite
6347,Swimming,2018,200m Breaststroke,Women,20180127,Jocelyn Ulyett,England,Great Britain,2:26.57,146570,Elite
6369,Swimming,2018,200m Breaststroke,Women,20180613,Siobhan-Marie O'Connor,England,Great Britain,2:27.72,147720,Elite
6375,Swimming,2018,200m Breaststroke,Women,20180407,Hannah Miley,Scotland,Great Britain,2:28.01,148010,Elite
6401,Swimming,2018,200m Breaststroke,Women,20180725,Kara Hanlon,Great Britain,Great Britain,2:28.86,148860,Elite
6409,Swimming,2018,200m Breaststroke,Women,20180705,Lily Booker,Great Britain,Great Britain,2:29.02,149020,Elite
6423,Swimming,2018,200m Breaststroke,Women,20180405,Orla Adams,Great Britain,Great Britain,2:29.43,149430,Elite
6437,Swimming,2018,200m Breaststroke,Women,20180303,Abbie Wood,England,Great Britain,2:29.74,149740,Elite
6438,Swimming,2018,200m Breaststroke,Women,20180407,Megan Morrison,Great Britain,Great Britain,2:29.76,149760,Elite
6443,Swimming,2018,200m Breaststroke,Women,20180725,Amy Bell,Great Britain,Great Britain,2:29.88,149880,Elite
6445,Swimming,2018,200m Breaststroke,Women,20180407,Bethan Sloan,Wales,Great Britain,2:29.94,149940,Elite
6468,Swimming,2018,200m Breaststroke,Women,20180303,Corrie Scott,Scotland,Great Britain,2:30.40,150400,Elite
6493,Swimming,2018,200m Breaststroke,Women,20180303,Aimee Willmott,England,Great Britain,2:30.95,150950,Elite
6498,Swimming,2018,200m Breaststroke,Women,20180725,Annabel Guye-Johnson,Great Britain,Great Britain,2:31.07,151070,Elite
6521,Swimming,2018,200m Breaststroke,Women,20180725,Katie Robertson,Great Britain,Great Britain,2:31.59,151590,Elite
6549,Swimming,2018,200m Breaststroke,Women,20180525,Carmella Kitching,Great Britain,Great Britain,2:32.10,152100,Elite
6564,Swimming,2018,200m Breaststroke,Women,20180725,Kayla Van Der Merwe,Great Britain,Great Britain,2:32.24,152240,Elite
6566,Swimming,2018,200m Breaststroke,Women,20180705,Charlotte Rigg,Great Britain,Great Britain,2:32.26,152260,Elite
6577,Swimming,2018,200m Breaststroke,Women,20180725,Rosanna Arnold,Great Britain,Great Britain,2:32.43,152430,Elite
6585,Swimming,2018,200m Breaststroke,Women,20180725,Emma Day,England,Great Britain,2:32.62,152620,Elite
6593,Swimming,2018,200m Breaststroke,Women,20180407,Amelia Monaghan,Great Britain,Great Britain,2:32.66,152660,Elite
6598,Swimming,2018,200m Breaststroke,Women,20180725,Layla Black,Great Britain,Great Britain,2:32.71,152710,Elite
6610,Swimming,2018,200m Breaststroke,Women,20180407,Niamh Robinson,Isle of Man,Great Britain,2:32.94,152940,Elite
6620,Swimming,2018,200m Breaststroke,Women,20180725,Yvonne Brown,Great Britain,Great Britain,2:33.17,153170,Elite
6640,Swimming,2018,200m Breaststroke,Women,20180725,Rachel Taylor,Great Britain,Great Britain,2:33.41,153410,Elite
6644,Swimming,2018,200m Breaststroke,Women,20180303,Tatiana Belonogoff,Great Britain,Great Britain,2:33.48,153480,Elite
6651,Swimming,2018,200m Breaststroke,Women,20180526,Cerys Coley,Great Britain,Great Britain,2:33.53,153530,Elite
6665,Swimming,2018,200m Breaststroke,Women,20180725,Cira Fletcher,Great Britain,Great Britain,2:33.67,153670,Elite
6669,Swimming,2018,200m Breaststroke,Women,20180725,Maia Hall,Great Britain,Great Britain,2:33.74,153740,Elite
6673,Swimming,2018,200m Breaststroke,Women,20180725,Grace Gilroy,Great Britain,Great Britain,2:33.77,153770,Elite
6744,Swimming,2018,200m Breaststroke,Women,20180726,Julia Knox,Ireland,Great Britain,2:34.91,154910,Elite
6747,Swimming,2018,200m Breaststroke,Women,20180303,Hannah Sheehan,Great Britain,Great Britain,2:34.99,154990,Elite
6764,Swimming,2018,200m Breaststroke,Women,20180526,Emily Wood,Great Britain,Great Britain,2:35.21,155210,Elite
6776,Swimming,2018,200m Breaststroke,Women,20180725,Kayleigh Parker,Great Britain,Great Britain,2:35.39,155390,Elite
6813,Swimming,2018,200m Butterfly,Men,20180804,James Guy,England,Great Britain,1:56.13,116130,Elite
6827,Swimming,2018,200m Butterfly,Men,20180407,Duncan Scott,Scotland,Great Britain,1:56.60,116600,Elite
6861,Swimming,2018,200m Butterfly,Men,20180407,Jacob Peters,England,Great Britain,1:57.75,117750,Elite
6915,Swimming,2018,200m Butterfly,Men,20180725,Thomas Beeley,Great Britain,Great Britain,1:59.09,119090,Elite
6948,Swimming,2018,200m Butterfly,Men,20180407,Joe Litchfield,England,Great Britain,1:59.69,119690,Elite
7000,Swimming,2018,200m Butterfly,Men,20180725,Archie Goodburn,Great Britain,Great Britain,2:00.46,120460,Elite
7003,Swimming,2018,200m Butterfly,Men,20180301,Thomas Paine,Great Britain,Great Britain,2:00.47,120470,Elite
7009,Swimming,2018,200m Butterfly,Men,20180609,Mason Wilby,Great Britain,Great Britain,2:00.63,120630,Elite
7036,Swimming,2018,200m Butterfly,Men,20180603,Mark Szaranek,Great Britain,Great Britain,2:01.04,121040,Elite
7063,Swimming,2018,200m Butterfly,Men,20180725,Ben Hooper,Great Britain,Great Britain,2:01.37,121370,Elite
7067,Swimming,2018,200m Butterfly,Men,20180725,Matthew Domville,Great Britain,Great Britain,2:01.40,121400,Elite
7070,Swimming,2018,200m Butterfly,Men,20180725,Ryan Brown,Great Britain,Great Britain,2:01.44,121440,Elite
7111,Swimming,2018,200m Butterfly,Men,20180725,Jacob Jackson,Great Britain,Great Britain,2:01.87,121870,Elite
7115,Swimming,2018,200m Butterfly,Men,20180301,Sam Horrocks,Great Britain,Great Britain,2:01.92,121920,Elite
7124,Swimming,2018,200m Butterfly,Men,20180725,Edward Mildred,Great Britain,Great Britain,2:02.04,122040,Elite
7146,Swimming,2018,200m Butterfly,Men,20180725,Sam Dailley,Great Britain,Great Britain,2:02.33,122330,Elite
7147,Swimming,2018,200m Butterfly,Men,20180725,Jakob Goodman,Great Britain,Great Britain,2:02.34,122340,Elite
7175,Swimming,2018,200m Butterfly,Men,20180301,Charlie Hutchison,Great Britain,Great Britain,2:02.67,122670,Elite
7262,Swimming,2018,200m Butterfly,Men,20180728,Calum Reid,Great Britain,Great Britain,2:03.43,123430,Elite
7278,Swimming,2018,200m Butterfly,Men,20180301,Freddy Clampett,Great Britain,Great Britain,2:03.51,123510,Elite
7280,Swimming,2018,200m Butterfly,Women,20180409,Alys Thomas,Wales,Great Britain,2:05.45,125450,Elite
7300,Swimming,2018,200m Butterfly,Women,20180409,Charlotte Atkinson,Isle of Man,Great Britain,2:08.50,128500,Elite
7320,Swimming,2018,200m Butterfly,Women,20180304,Laura Stephens,England,Great Britain,2:10.00,130000,Elite
7330,Swimming,2018,200m Butterfly,Women,20180506,Emily Large,England,Great Britain,2:10.41,130410,Elite
7334,Swimming,2018,200m Butterfly,Women,20180726,Keanna Macinnes,Scotland,Great Britain,2:10.49,130490,Elite
7357,Swimming,2018,200m Butterfly,Women,20180705,Ciara Schlosshan,Great Britain,Great Britain,2:11.18,131180,Elite
7374,Swimming,2018,200m Butterfly,Women,20180409,Hannah Miley,Scotland,Great Britain,2:11.53,131530,Elite
7386,Swimming,2018,200m Butterfly,Women,20180112,Harriet Jones,Wales,Great Britain,2:11.97,131970,Elite
7401,Swimming,2018,200m Butterfly,Women,20180409,Aimee Willmott,England,Great Britain,2:12.40,132400,Elite
7405,Swimming,2018,200m Butterfly,Women,20180726,Isobel Grant,England,Great Britain,2:12.50,132500,Elite
7409,Swimming,2018,200m Butterfly,Women,20180304,Tain Bruce,Great Britain,Great Britain,2:12.66,132660,Elite
7429,Swimming,2018,200m Butterfly,Women,20180203,Holly Hibbott,England,Great Britain,2:13.06,133060,Elite
7471,Swimming,2018,200m Butterfly,Women,20180304,Isabel Spinley,Great Britain,Great Britain,2:13.89,133890,Elite
7524,Swimming,2018,200m Butterfly,Women,20180615,Meg Finnon,Great Britain,Great Britain,2:14.67,134670,Elite
7526,Swimming,2018,200m Butterfly,Women,20180726,Tori Sopp,Great Britain,Great Britain,2:14.69,134690,Elite
7537,Swimming,2018,200m Butterfly,Women,20180726,Caitlin Hubbard,Great Britain,Great Britain,2:14.87,134870,Elite
7566,Swimming,2018,200m Butterfly,Women,20180726,Ruth McEwen,Great Britain,Great Britain,2:15.25,135250,Elite
7585,Swimming,2018,200m Butterfly,Women,20180414,Amelia Clynes,Great Britain,Great Britain,2:15.50,135500,Elite
7590,Swimming,2018,200m Butterfly,Women,20180726,Emma Day,England,Great Britain,2:15.54,135540,Elite
7615,Swimming,2018,200m Butterfly,Women,20180726,Gaia Alcaras,Great Britain,Great Britain,2:15.83,135830,Elite
7630,Swimming,2018,200m Butterfly,Women,20180407,Maisie Elliott,Great Britain,Great Britain,2:16.03,136030,Elite
7641,Swimming,2018,200m Butterfly,Women,20180726,Sophie Freeman,Great Britain,Great Britain,2:16.15,136150,Elite
7649,Swimming,2018,200m Butterfly,Women,20180726,Fleur Lewis,Great Britain,Great Britain,2:16.26,136260,Elite
7672,Swimming,2018,200m Butterfly,Women,20180304,Rosie Rudin,England,Great Britain,2:16.44,136440,Elite
7701,Swimming,2018,200m Butterfly,Women,20180406,Lucy Thornton,Great Britain,Great Britain,2:16.92,136920,Elite
7706,Swimming,2018,200m Butterfly,Women,20180726,Daisy Anderson,Great Britain,Great Britain,2:16.96,136960,Elite
7710,Swimming,2018,200m Butterfly,Women,20180726,Rachel Anderson,Great Britain,Great Britain,2:17.00,137000,Elite
7715,Swimming,2018,200m Butterfly,Women,20180726,Mia Leech,Great Britain,Great Britain,2:17.06,137060,Elite
7741,Swimming,2018,200m Butterfly,Women,20180304,Charlotte Robinson,Great Britain,Great Britain,2:17.45,137450,Elite
7744,Swimming,2018,200m Butterfly,Women,20180726,Emma Rowson,Great Britain,Great Britain,2:17.54,137540,Elite
7758,Swimming,2018,200m Butterfly,Women,20180304,Melanie Hall,Great Britain,Great Britain,2:17.68,137680,Elite
7762,Swimming,2018,200m Butterfly,Women,20180311,Nikki Miller,Great Britain,Great Britain,2:17.75,137750,Elite
7774,Swimming,2018,200m Freestyle,Men,20180807,Duncan Scott,Scotland,Great Britain,1:45.34,105340,Elite
7785,Swimming,2018,200m Freestyle,Men,20180807,James Guy,England,Great Britain,1:46.20,106200,Elite
7793,Swimming,2018,200m Freestyle,Men,20180406,Calum Jarvis,Wales,Great Britain,1:46.53,106530,Elite
7822,Swimming,2018,200m Freestyle,Men,20180707,Thomas Dean,Great Britain,Great Britain,1:47.64,107640,Elite
7830,Swimming,2018,200m Freestyle,Men,20180804,Stephen Milne,Scotland,Great Britain,1:47.77,107770,Elite
7867,Swimming,2018,200m Freestyle,Men,20180406,Craig McLean,Scotland,Great Britain,1:48.42,108420,Elite
7886,Swimming,2018,200m Freestyle,Men,20180406,Nicholas Grainger,England,Great Britain,1:48.72,108720,Elite
7903,Swimming,2018,200m Freestyle,Men,20180406,Cameron Kurle,England,Great Britain,1:48.96,108960,Elite
7906,Swimming,2018,200m Freestyle,Men,20180406,Timothy Shuttleworth,Great Britain,Great Britain,1:48.98,108980,Elite
7949,Swimming,2018,200m Freestyle,Men,20180720,Joseph Clark,Great Britain,Great Britain,1:49.40,109400,Elite
7956,Swimming,2018,200m Freestyle,Men,20180729,Kyle Chisholm,Great Britain,Great Britain,1:49.45,109450,Elite
7972,Swimming,2018,200m Freestyle,Men,20180526,Max Litchfield,England,Great Britain,1:49.57,109570,Elite
8022,Swimming,2018,200m Freestyle,Men,20180729,Harry Constantine,Great Britain,Great Britain,1:49.98,109980,Elite
8023,Swimming,2018,200m Freestyle,Men,20180729,Jakob Goodman,Great Britain,Great Britain,1:50.00,110000,Elite
8037,Swimming,2018,200m Freestyle,Men,20180729,Fraser Minnican,England,Great Britain,1:50.12,110120,Elite
8041,Swimming,2018,200m Freestyle,Men,20180331,Dan Jones,Great Britain,Great Britain,1:50.14,110140,Elite
8057,Swimming,2018,200m Freestyle,Men,20180304,Jay Lelliott,England,Great Britain,1:50.27,110270,Elite
8105,Swimming,2018,200m Freestyle,Men,20180608,Mark Szaranek,Great Britain,Great Britain,1:50.65,110650,Elite
8107,Swimming,2018,200m Freestyle,Men,20180303,Lewis Clough,Great Britain,Great Britain,1:50.66,110660,Elite
8118,Swimming,2018,200m Freestyle,Men,20180707,Luke Turley,Great Britain,Great Britain,1:50.72,110720,Elite
8136,Swimming,2018,200m Freestyle,Men,20180724,Thomas Kingham,Great Britain,Great Britain,1:50.82,110820,Elite
8170,Swimming,2018,200m Freestyle,Men,20180729,Thomas Flower,Great Britain,Great Britain,1:50.98,110980,Elite
8250,Swimming,2018,200m Freestyle,Men,20180729,Kieran Bird,Great Britain,Great Britain,1:51.44,111440,Elite
8289,Swimming,2018,200m Freestyle,Women,20180405,Eleanor Faulkner,England,Great Britain,1:57.72,117720,Elite
8299,Swimming,2018,200m Freestyle,Women,20180405,Holly Hibbott,England,Great Britain,1:58.10,118100,Elite
8311,Swimming,2018,200m Freestyle,Women,20180301,Kathryn Greenslade,Wales,Great Britain,1:58.53,118530,Elite
8341,Swimming,2018,200m Freestyle,Women,20180301,Lucy Hope,Great Britain,Great Britain,1:59.00,119000,Elite
8382,Swimming,2018,200m Freestyle,Women,20180724,Elizabeth Harris,Great Britain,Great Britain,1:59.95,119950,Elite
8411,Swimming,2018,200m Freestyle,Women,20180724,Georgia Coates,Great Britain,Great Britain,2:00.50,120500,Elite
8435,Swimming,2018,200m Freestyle,Women,20180724,Beth Aitchison,Great Britain,Great Britain,2:00.83,120830,Elite
8444,Swimming,2018,200m Freestyle,Women,20180724,Polly Holden,Great Britain,Great Britain,2:00.96,120960,Elite
